Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.026278,79.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5381,1.411,2.3696,2.1657,3.4429,2.0858,2.0315,2.2309,1.552,0.8947,0.7688,0.6954,0.5702,0.4558,0.3685,0.4486,0.2495,0.2915,0.3685,0.125,0.3573,0.1484,0.1853,0.3274,0.3443,0.3681,0.4129,0.5231,0.4185,0.577,0.4882,0.7337,0.9932,1.1807,1.1976,1.8487,2.2451,2.5461,3.4187,3.013,3.8713,4.2375,3.3964,4.0452,3.484,3.3181,2.6379,2.2575,1.8839,1.971,1.3074,1.0754,1.0287,0.1637,NaN,NaN
2,0.023493,88.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812,0.6733,1.5936,2.1089,2.0121,2.3799,2.6583,1.9912,1.916,1.6289,1.814,1.1918,1.1508,1.4869,1.2221,0.8721,0.9633,0.6438,0.6627,1.1566,0.7499,0.7917,1.006,0.7107,0.6026,0.9407,0.9474,1.3254,1.2984,1.2251,1.1029,1.5547,1.6285,1.8888,1.6546,1.608,1.8717,2.2161,2.5241,3.4422,3.0901,2.879,3.2024,2.7192,2.6398,2.7946,2.5548,2.0469,2.3504,1.7445,1.8425,1.1881,0.9469,0.9865,0.2397,NaN,NaN
3,0.014036,122.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7065,1.298,2.8056,2.7028,3.7155,4.2566,2.9996,3.6099,3.07,3.4312,3.3465,3.7457,4.1104,3.4356,3.1375,2.5225,3.0925,2.7814,3.0959,2.2617,1.9687,1.8745,2.1821,1.8069,1.8394,2.1168,2.6114,2.4832,1.5024,2.0819,1.6684,1.8588,1.7615,1.9488,2.4655,2.4441,3.0437,3.4048,3.0065,3.0221,2.9576,2.436,1.7935,1.5425,0.9347,1.385,1.1818,1.3862,1.0939,0.9204,0.7354,0.4922,0.2663,0.1885,NaN,NaN
4,0.014572,138.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3386,1.2568,2.6714,3.0283,3.6041,4.0115,3.4509,2.4726,3.3467,2.7485,3.0062,2.5659,2.8237,2.7439,2.9682,2.8972,2.5568,2.4284,1.6696,1.8442,1.7819,1.7039,1.2991,1.4299,1.6438,2.1154,2.7979,1.8414,2.4098,2.673,2.8552,2.9092,3.5119,3.6335,4.1231,5.0874,5.9735,6.4059,5.411,5.1738,4.8223,4.2875,2.9062,2.3174,1.844,1.3245,0.9293,0.6523,0.4938,0.3802,0.3993,0.3837,0.3999,0.104,NaN,NaN
5,0.017376,164.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321,0.4375,2.0477,3.2723,3.5815,4.6147,4.4459,4.1472,2.9308,3.1445,3.6554,3.6559,3.5714,3.1892,3.2354,3.153,3.378,3.0057,2.4525,2.1704,2.3252,1.8006,1.6876,1.881,2.2344,1.8015,2.4086,2.4886,2.7145,2.8332,3.304,3.8355,4.2333,3.799,4.5612,4.6602,5.6498,7.3179,7.631,6.4269,6.3519,4.9536,4.536,3.3678,2.9687,1.7874,1.6771,1.3234,0.7657,0.9605,0.5331,0.5318,0.3867,0.248,0.2314,NaN,NaN
6,0.016931,147.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6503,1.6139,2.2787,3.3307,4.263,3.9806,3.1533,3.4783,3.2873,3.2966,2.8756,3.6988,2.743,3.2191,3.1538,2.6398,2.1379,1.7074,1.7169,1.8203,1.2242,1.4721,1.6474,1.1839,1.3927,1.5645,1.31,1.8066,2.1294,2.3328,3.0506,2.7231,3.1513,4.2429,4.842,5.3579,6.4675,6.7584,6.2036,6.3559,5.2492,4.7941,4.1403,3.277,3.0102,2.1438,1.5715,1.1224,0.745,0.3286,0.2654,0.2546,0.1752,0.0968,NaN,NaN
7,0.021521,137.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6644,2.1308,3.628,3.9214,4.8774,3.9169,4.179,2.9744,2.6877,2.5551,2.7649,2.7134,2.6758,2.6348,2.6434,2.1966,1.9755,1.5262,1.3095,1.5245,1.596,1.2995,0.996,1.0699,1.4559,1.242,1.4399,1.541,1.8202,2.0123,1.7313,1.9508,2.3633,2.9558,3.3653,4.536,4.6054,4.7973,5.8714,5.8385,5.5402,4.8266,4.0703,3.9512,3.4975,2.1175,1.939,1.4107,1.609,1.1705,0.5275,0.7541,0.3572,0.1572,NaN,NaN
8,0.024341,96.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728,0.6346,1.9844,3.6067,3.9444,4.2851,4.1655,3.659,3.2744,1.6625,1.8604,1.1876,1.1307,1.0709,0.8782,0.8945,0.6216,0.6923,0.65,0.5517,0.6536,0.5246,0.4778,0.5746,0.2584,0.3442,0.6487,0.7268,0.6805,0.697,0.9546,1.0416,0.9028,0.7424,1.5088,1.7915,1.7685,2.6852,3.6804,3.8013,3.3018,4.3919,4.2697,3.4323,3.4196,2.9422,2.8002,2.2034,1.607,1.6573,1.407,1.11,1.0796,1.0067,0.387,NaN,NaN
9,0.015702,79.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906,2.1713,3.3959,4.301,5.0417,4.9946,3.483,2.9975,2.1143,2.0716,1.3211,0.5602,0.6651,0.4197,0.3702,0.5089,0.3708,0.3496,0.1721,0.4433,0.2118,0.2388,0.2824,0.2572,0.4336,0.429,0.5934,0.299,0.5592,0.6559,0.866,1.2937,1.1496,1.3055,1.2985,2.1691,1.8887,2.4109,2.0623,2.959,2.6893,2.3531,2.2766,2.2217,2.2921,2.1426,1.6127,1.7266,1.3606,0.7325,0.7642,0.6175,0.3665,0.0882,NaN,NaN
10,0.012023,90.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723,0.7185,2.1332,4.0994,4.7936,5.0274,5.8567,4.0838,3.3424,2.4686,2.4936,2.0626,1.8218,1.3253,1.0786,1.0398,0.9342,0.5981,0.7739,0.3084,0.4103,0.3792,0.3821,0.2923,0.5653,0.4339,0.4283,0.6195,0.9218,0.8332,1.05,1.4649,1.417,1.3639,1.7804,2.0198,2.1655,2.2,2.7264,2.9912,2.8775,3.5099,2.4487,2.1948,2.3008,1.4705,1.1906,1.1488,0.9429,0.6647,0.5455,0.4161,0.3953,0.3278,0.1034,NaN,NaN
