Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.009983,233.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.976,3.542,5.566,7.948,8.938,7.277,7.603,6.113,5.516,4.932,5.006,3.687,3.528,2.978,2.661,2.219,2.421,1.996,2.544,1.46,1.769,1.629,2.635,2.431,2.699,3.02,4.043,5.038,6.751,6.89,7.046,8.507,8.637,10.501,10.986,11.073,13.762,13.103,9.709,7.045,4.931,2.516,0.816,0.248,0.253,0.091,0.04,0,0,0,0,0,0,0,NaN,80
2,0.012124,239.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.838,4.181,6.045,7.192,7.52,7.148,7.298,6.161,5.683,5.695,4.471,4.157,3.388,3.476,2.443,2.542,2.655,1.983,2.254,2.298,1.629,1.89,2.339,2.325,3.126,3.428,3.713,4.346,5.696,5.496,6.633,6.79,8.412,9.302,10.661,12.313,14.452,14.041,12.043,8.727,7.139,3.717,2.389,0.844,0.308,0.054,0.054,0.058,0.006,0,0,0,0,0,NaN,80
3,0.011176,213.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,3.751,4.594,6.589,5.08,5.867,5.299,4.399,4.016,3.835,2.688,2.763,1.558,1.887,1.723,1.365,1.036,1.315,1.649,1.721,1.732,2.027,2.096,2.089,2.194,2.324,3.43,3.845,4.347,5.331,5.864,7.595,8.133,10.351,12.712,15.567,16.96,17.212,11.161,8.64,4.52,2.14,1.08,0.546,0,0.04,0,0,0,0,0,0,0,0,NaN,80
4,0.010549,242.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,1.152,3.57,5.779,6.554,7.421,6.098,5.968,5.892,4.973,4.21,4.32,3.572,3.87,3.458,2.494,2.096,1.528,1.814,1.735,2.231,1.993,1.788,1.989,2.342,2.862,3.672,3.694,4.273,4.507,5.885,7.87,8.485,11.23,13.948,15.675,16.299,18.123,16.537,10.78,6.545,2.726,1.077,0.614,0.264,0.05,0.01,0,0,0,0,0,0,0,0,NaN,80
5,0.008246,279.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,4.736,8.208,9.344,10.199,11.418,7.972,8.483,8.204,7.544,6.077,5.633,5.62,5.121,5.159,4.058,3.801,4.357,3.541,3.763,4.01,3.683,3.266,4.171,4.144,4.818,5.901,6.917,7.221,6.353,9.916,9.552,9.906,11.066,11.869,12.849,12.678,10.885,7.306,4.602,2.31,1.017,0.485,0.249,0.07,0.01,0,0,0,0,0,0,0,0,NaN,80
6,0.007587,293.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1.146,5.451,9.432,11.2,10.057,9.559,8.086,7.804,6.503,6.07,4.906,5.016,4.097,3.892,3.888,3.68,3.479,4.195,4.51,4.472,3.579,4.27,4.997,4.939,5.958,6.949,7.7,8.89,10.202,10.551,10.842,12.599,13.133,13.674,14.812,13.218,11.771,7.184,5.926,2.921,1.387,0.436,0.23,0.081,0.021,0.04,0,0,0,0,0,0,0,0,NaN,80
7,0.01088,296.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,1.632,4.005,7.605,8.525,8.285,8.289,6.697,5.234,5.341,4.739,5.053,3.956,3.732,3.368,3.506,3.344,2.586,2.824,3.495,3.231,3.343,3.068,3.762,4.032,4.669,5.404,6.563,6.765,8.588,9.773,9.832,12.512,13.745,17.599,18.737,18.682,19.556,15.825,9.479,5.457,2.008,0.858,0.119,0.163,0.061,0.002,0.039,0,0,0,0,0,0,0,NaN,80
8,0.008156,284.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.451,4.35,6.155,8.002,9.193,6.459,5.557,5.017,4.039,3.978,3.471,2.535,2.52,2.462,2.859,3.632,3.569,4.143,4.57,4.741,4.972,4.409,5.201,5.671,6.95,7.551,8.745,9.708,10.864,12.19,13.755,12.67,14.714,15.874,15.917,14.982,13.091,9.5,5.722,1.986,0.837,0.352,0.221,0.17,0.06,0.04,0,0,0,0,0,0,0,0,NaN,80
9,0.008925,299.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.829,3.456,5.869,7.042,6.776,5.119,4.522,3.835,3.178,3.351,2.379,2.188,2.48,2.131,2.633,3.145,2.958,4.099,5.054,4.083,4.568,4.489,4.818,6.131,7.393,8.131,8.789,11.178,13.081,13.764,16.661,16.571,19.776,20.345,21.833,16.509,12.901,8.017,6.281,2.149,0.767,0.185,0.008,0.042,0,0,0,0,0,0,0,0,0,0,NaN,100
10,0.01024,308.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,3.928,5.222,6.557,6.591,5.17,3.697,4.137,2.933,3.72,2.728,2.585,2.705,2.412,2.465,3.172,3.335,2.734,3.607,3.858,4.143,4.215,5.341,6.142,7.502,7.565,8.554,9.539,11.703,13.166,16.054,16.246,21.108,20.879,24.307,22.005,18.019,10.841,5.659,2.022,0.963,0.308,0.252,0,0.08,0,0,0.034,0.006,0,0,0,0,0,NaN,80
11,0.010978,331.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.524,2.053,2.787,4.75,3.682,3.192,2.6,2.279,2.343,1.3,1.959,1.473,1.736,2.695,2.317,2.659,3.59,4.206,4.647,5.416,6.277,5.828,6.061,6.551,8.094,9.709,11.981,12.605,15.786,15.771,18.658,21.639,22.058,27.418,24.046,24.119,19.128,10.298,5.555,2.046,0.749,0.249,0.007,0.021,0.061,0,0,0,0,0,0,0,0,0,NaN,80
12,0.010509,307.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,1.475,2.241,2.472,3.146,2.022,1.398,1.296,1.174,1.709,1.167,1.142,1.329,1.493,1.577,2.037,2.718,3.409,2.98,3.764,3.715,4.336,4.617,5.237,6.925,8.799,9.779,11.799,16.385,17.527,20.281,23.124,25.263,27.437,28.598,22.888,16.294,8.964,4.036,1.24,0.584,0.129,0.011,0.03,0,0,0,0,0,0,0,0,0,0,NaN,100
13,0.009325,317.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,2.715,5.093,6.525,6.012,4.979,4.747,4.354,3.591,3.201,2.416,3.252,2.395,3.264,3.344,3.237,4.143,4.276,5.071,6.091,5.819,6.571,6.437,6.474,7.301,8.741,10.361,10.901,13.063,15.607,16.964,17.831,18.712,20.791,22.866,17.453,14.83,8.714,5.036,2.528,0.55,0.293,0.105,0.03,0,0,0,0.034,0.006,0,0,0,0,0,NaN,80
14,0.005301,293.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,1.71,6.019,10.882,11.76,11.261,9.213,6.502,5.696,4.191,4.322,4.311,3.368,3.752,4.006,3.65,4.878,5.568,5.353,6.257,5.51,5.995,6.104,6.05,7.457,9.032,9.166,9.797,10.415,11.27,12.161,13.705,12.563,13.064,12.407,12.035,10.003,7.533,3.34,2.512,0.428,0.062,0.06,0.002,0,0,0,0,0,0,0,0,0,0,0,NaN,80
15,0.006088,306.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.339,7.927,12.528,13.933,12.438,11.734,8.208,6.15,5.208,4.055,4.635,3.721,2.736,3.566,3.613,3.905,3.85,4.154,4.977,4.642,4.535,4.049,5.614,5.798,7.184,7.254,8.619,8.553,12.094,12.966,13.437,15.028,15.86,17.857,15.76,13.104,8.452,3.33,1.843,0.386,0.186,0.044,0,0.061,0.019,0,0,0,0,0,0,0,0,0,NaN,80
16,0.003552,329.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,2.725,9.095,13.958,16.581,14.468,11.575,8.848,8.13,7.609,6.005,5.686,5.018,4.784,5.783,6.049,6.37,7.332,8.645,8.784,8.449,9.755,9.243,9.639,9.459,10.204,11.194,12.382,11.777,11.929,11.326,10.774,10.623,10.06,8.615,6.306,5.239,2.884,1.545,0.742,0.202,0.04,0.038,0.002,0,0,0,0,0,0,0,0,0,0,0,NaN,80
17,0.004239,327.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,2.109,8.931,14.79,16.574,14.82,11.588,9.184,7.868,6.84,5.203,3.828,4.242,3.603,4.071,4.807,4.729,6.073,5.811,8.025,7.619,7.605,7.871,8.263,7.63,10.054,10.887,11.522,11.692,13.817,15.05,14.251,13.01,12.159,11.412,8.804,6.749,3.387,1.398,0.767,0.34,0.032,0.022,0.04,0,0,0,0,0,0,0,0,0,0,0,NaN,80
