Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.014693,521.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,6.405,14.66,20.334,23.685,28.496,30.441,31.726,32.141,27.668,28.968,30.725,26.993,27.546,24.711,26.331,22.444,17.978,15.542,12.682,10.105,9.063,6.575,4.833,3.77,3.52,3.575,2.132,2.149,1.985,1.154,1.647,0.836,0.573,0.928,0.656,1.075,0.549,0.836,0.975,1.331,1.205,1.173,1.393,0.956,0.926,1.268,1.072,1.071,0.888,0.959,0.751,0.877,0.783,0.537,NaN,NaN
2,0.013073,460.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,6.226,15.305,18.194,21.329,24.579,27.541,27.947,27.527,24.542,27.189,27.2,26.535,25.501,22.169,23.204,19.376,15.747,11.888,9.469,7.74,5.632,4.746,3.857,2.936,2.608,1.991,1.762,1.475,1.312,0.872,0.97,0.9,0.796,0.684,0.778,0.853,0.742,0.892,1.365,1.335,1.794,1.55,1.029,1.386,1.286,1.302,1.12,1.106,0.738,0.583,0.797,0.883,0.454,0.347,NaN,NaN
3,0.02334,478.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,6.583,16.627,18.831,23.901,28.087,28.437,28.449,28.591,29.43,29.042,25.332,23.326,23.552,21.543,21.898,16.521,14.148,10.932,9.745,7.038,5.084,3.836,2.661,2.439,2.311,2.043,1.195,1.185,1.384,0.871,0.964,0.865,0.85,1.118,1.399,1.06,1.619,2.283,2.272,2.798,3.076,2.611,2.798,2.909,2.642,2.576,2.337,1.776,1.87,1.443,0.998,1.16,0.939,0.494,NaN,NaN
4,0.026664,475.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,5.859,15.494,18.857,23.386,25.231,28.848,28.818,28.403,27.038,27.402,27.194,24.812,24.218,22.773,20.075,16.708,12.596,10.68,8.915,6.491,5.471,3.721,3.489,2.694,2.269,1.931,1.678,1.022,0.89,0.837,1.063,0.966,0.705,1.441,1.149,1.868,2.43,2.389,2.616,2.885,3.017,2.711,2.777,2.843,3.114,2.436,2.346,2.39,1.609,1.55,1.713,1.586,1.077,0.523,NaN,NaN
5,0.020984,468.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,6.498,15.695,20.716,19.245,26.237,28.16,28.996,28.031,26.669,26.73,25.788,25.089,23.016,22.987,20.309,17.711,14.619,11.181,9.538,6.727,5.706,3.995,3.408,3.264,3.122,2.14,1.657,1.339,1.06,1.056,0.972,0.793,1.246,0.974,0.925,1.068,1.561,1.832,1.978,2.265,2.227,2.269,2.271,2.453,2.322,2.092,1.753,1.816,1.85,1.183,0.926,1.056,0.993,0.437,NaN,NaN
6,0.027775,489.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,5.767,16.225,20.713,23.811,28.831,29.945,28.64,31.919,28.93,28.92,26.309,25.82,23.623,20.011,19.084,16.193,10.745,9.11,7.528,6.553,5.352,4.162,2.838,2.717,2.505,2.361,1.727,1.501,1.586,1.114,1.063,1.732,1.569,1.43,2.466,2.11,2.189,2.916,3.149,2.938,3.291,3.46,3.884,3.444,3.138,2.99,2.947,2.65,2.073,1.789,1.239,1.31,1.186,0.308,NaN,NaN
7,0.003346,404.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,5.652,15.371,21.209,21.139,22.762,26.022,27.385,27.853,25.944,26.518,24.721,22.445,21.548,20.85,17.14,13.071,11.755,9.221,7.074,5.108,3.624,3.823,2.552,2.173,1.646,1.312,1.129,1.14,1.165,0.975,0.885,0.61,0.557,0.82,0.708,0.729,1.064,0.658,0.811,0.862,0.79,0.759,0.361,0.315,0.225,0.225,0.069,0.407,0.163,0.149,0.16,0.057,0.016,0.136,NaN,NaN
8,0.00573,409.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,6.545,16.521,19.029,22.516,23.92,28.023,27.025,26.108,26.545,25.041,23.417,21.591,21.345,18.834,17.111,14.566,11.751,9.403,7.378,5.29,3.907,3.381,3.306,2.69,2.182,2.271,1.421,0.959,1.303,1.243,0.668,0.614,1.08,0.561,0.797,0.754,0.666,0.712,1.475,0.835,0.673,0.711,0.976,0.757,0.85,0.701,0.366,0.316,0.353,0.417,0.262,0.272,0.204,0,NaN,NaN
9,0.038765,481.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,5.429,15.558,22.135,26.123,29.759,34.619,33.205,32.839,29.09,28.835,24.089,22.745,20.389,19.586,15.477,10.68,8.756,7.268,6.186,4.34,3.219,2.889,2.304,1.354,1.879,1.865,1.25,1.505,1.446,1.196,1.353,1.158,1.564,1.659,2.096,2.199,3.367,2.943,2.953,3.952,3.471,4.051,4.139,4.205,3.359,3.537,3.314,3.101,2.954,3.044,2.32,2.556,1.517,0.63,NaN,NaN
