10,0.010035,231.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,1.246,2.63,2.309,2.012,1.482,1.342,1.452,1.053,1.406,0.971,0.893,0.575,0.996,0.917,0.81,1.467,1.652,2.309,2.03,1.989,1.988,2.267,2.932,3.188,4,4.3,5.483,6.569,9.556,12.693,14.25,17.913,23.475,28.439,29.134,19.265,10.158,3.958,1.219,0.63,0.176,0.139,0.073,0.042,0,0,0,0.041,0,0,0,0,0,NaN,50
11,0.008154,304.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069,5.47,7.269,8.179,8.247,7.621,6.984,5.774,4.869,6.156,4.757,4.909,4.181,4.046,4.183,3.7,4.481,4.295,5.064,3.907,4.375,4.225,4.197,5.174,5.588,6.483,6.64,7.037,9.993,10.627,13.152,14.033,17.021,20.96,22.169,22.06,15.261,7.07,2.011,0.87,0.129,0.179,0.049,0.042,0,0.002,0.039,0,0,0,0,0,0,0,NaN,50
12,0.006352,284.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,4.181,7.198,8.834,8.145,6.735,6.102,5.345,5.172,4.567,4.657,4.109,3.843,3.583,3.484,3.493,3.725,4.47,5.021,4.437,5.448,5.018,5.061,5.194,7.071,8.257,8.152,10.876,11.878,12.657,14.037,13.118,15.489,17.083,15.394,14.813,8.971,4.827,1.9,0.614,0.137,0.079,0.085,0.002,0,0,0,0,0,0,0,0,0,0,NaN,80
13,0.004411,232.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275,5.874,10.057,10.638,10.492,7.742,7.384,5.773,5.619,5.254,4.28,3.247,3.342,3.096,2.935,3.367,3.024,3.88,3.595,4.215,3.904,3.719,4.071,4.428,5.107,4.817,5.081,5.924,7.578,7.16,9.246,10.021,10.708,11.468,13.745,9.163,6.717,3.279,1.328,0.109,0.154,0.022,0,0,0,0,0,0,0,0,0,0,0,0,NaN,60
14,0.006275,264.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265,5.476,8.637,10.233,8.278,6.662,5.839,4.79,4.385,4.049,3.166,3.178,2.562,2.909,2.502,3.016,3.634,4.15,4.104,4.568,4.648,4.46,4.226,5.447,6.123,6.544,7.287,7.762,9.017,10.409,12.165,13.705,14.517,16.213,16.632,14.445,9.988,4.923,1.664,0.597,0.207,0.041,0.134,0.03,0,0.082,0,0,0,0,0,0,0,0,NaN,60
15,0.005062,267.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1.726,7.116,11.519,14.495,12.8,11.136,9.419,7.177,6.834,7.007,5.126,4.441,4.467,3.37,3.265,3.621,3.832,3.404,4.561,4.372,4.213,3.705,4.424,4.789,4.276,5.728,6.078,6.612,8.377,8.403,11.161,10.49,10.319,11.005,11.701,11.196,7.791,4.875,1.816,0.711,0.305,0.14,0.058,0.03,0,0,0.016,0.025,0,0,0,0,0,0,NaN,100
16,0.006459,270.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,1.496,5.791,9.273,10.744,10.293,8.857,6.66,6.365,5.083,4.166,3.722,3.693,3.12,2.769,2.389,3.061,3.189,3.297,2.52,3.391,3.139,3.49,4.382,4.465,5.157,5.764,6.754,7.148,10.083,10.64,13.016,12.765,14.665,17.155,17.336,16.165,11.046,4.803,1.987,0.42,0.138,0,0.052,0.03,0.041,0,0,0,0,0,0,0,0,0,NaN,90
17,0.006044,250.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1.688,4.614,7.513,8.27,9.302,7.4,5.327,4.677,3.579,3.959,2.771,3.532,2.875,2.731,2.742,3.038,2.58,3.769,3.593,3.659,4.092,4.327,4.12,4.545,5.07,6.553,6.759,7.828,9.237,10.471,11.75,11.715,13.704,14.33,14.596,14.451,10.327,5.224,2.211,0.796,0.241,0.06,0.003,0,0,0,0,0,0,0,0,0,0,0,NaN,70
18,0.001997,278.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,3.869,13.972,23.052,27.16,21.964,19.629,16.883,12.01,10.941,9.249,7.727,5.501,4.929,5.009,4.584,3.746,3.802,4.324,3.764,3.638,3.633,3.37,3.711,3.644,3.98,4.367,3.538,4.819,4.645,5.374,4.819,4.494,4.733,3.978,4.429,3.879,2.485,1.372,0.644,0.147,0.082,0.037,0.002,0,0,0,0,0,0,0,0,0,0,0,NaN,150
19,0.003416,338.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,3.58,12.438,21.258,25.404,22.12,18.311,13.856,11.513,9.493,8.577,8.017,7.002,5.763,5.343,4.447,5.34,5.073,6.54,6.684,6.753,6.201,6.218,6.771,6.659,8.323,7.354,8.46,9.294,8.754,8.661,9.356,9.159,8.735,7.917,6.864,5.022,3.28,2.193,1.156,0.42,0.131,0.084,0.061,0.06,0,0,0,0,0,0,0,0,0,0,NaN,80
20,0.005792,302.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,2.299,7.71,12.145,13.367,12.027,10.838,7.305,7.035,5.197,4.886,4.136,3.817,2.701,3.171,3.116,3.135,5.106,4.064,5.074,4.259,5.498,5.537,5.585,5.569,7.207,7.22,8.863,9.826,11.881,12.645,13.88,16.386,15.75,15.314,14.811,11.384,7.162,4.293,1.524,0.454,0.165,0.041,0,0,0,0,0,0,0,0,0,0,0,0,NaN,80
21,0.006262,273.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1.515,6.226,10.492,12.99,10.506,8.624,7.067,5.23,5.063,4.321,3.77,3.8,3.107,3.324,3.254,3.442,3.752,3.218,4.503,3.737,3.982,3.958,4.135,5.019,5.688,6.329,7.265,7.922,9.143,10.217,11.875,11.975,14.31,14.643,15.449,14.174,9.361,5.152,2.831,1.211,0.128,0.22,0.045,0,0.03,0.012,0.038,0,0,0,0,0,0,0,NaN,50
22,0.007263,256.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171,4.52,6.673,7.765,7.818,6.497,5.149,4.868,3.748,3.675,3.496,2.746,2.48,2.715,2.672,2.899,3.01,3.208,3.352,3.804,3.809,3.627,3.551,3.869,4.255,5.767,6.834,6.955,8.969,10.442,10.646,13.05,14.35,16.631,18.524,17.258,14.032,7.188,3.243,1.043,0.189,0.078,0.005,0.04,0.04,0,0,0,0,0,0,0,0,0,NaN,60
23,0.005851,245.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573,6.125,9.558,10.662,9.929,8.717,6.303,5.24,4.563,3.574,3.861,2.696,2.645,3.085,2.652,2.943,3.053,3.214,3.236,3.443,4.108,3.609,4.111,4.518,5.45,4.97,5.954,6.693,7.272,8.249,8.738,11.475,12.775,13.12,14.368,14.006,9.185,6.326,2.576,0.558,0.403,0.082,0.055,0.03,0,0.04,0,0,0,0,0,0,0,0,NaN,50
24,0.005259,228.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,1.208,4.608,7.969,10.128,9.46,8.278,6.376,4.991,3.704,4.793,3.382,2.919,2.761,2.843,2.839,3.014,2.63,3.394,3.565,3.292,3.711,3.534,3.29,3.422,4.609,5.588,5.359,5.353,7.7,8.079,9.023,9.764,11.09,12.772,13.54,11.646,8.58,5.763,2.256,0.523,0.126,0.164,0.003,0,0,0,0,0,0,0,0,0,0,0,NaN,50
25,0.00552,229.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1.496,5.684,8.392,9.518,8.858,7.528,5.37,4.985,4.902,3.969,2.696,2.722,2.599,2.539,3.047,2.866,3.198,3.136,4.328,3.578,4.313,3.546,4.249,3.862,4.757,5.933,5.311,6.133,7.98,7.346,9.472,9.751,10.115,11.233,12.519,10.815,8.883,6.162,3.153,1.08,0.613,0.19,0,0.04,0.071,0.05,0,0,0,0,0,0,0,0,NaN,50
26,0.006818,250.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299,5.194,9.28,9.594,8.904,7.438,5.029,4.584,4.154,4.009,3.084,2.461,2.341,2.396,2.547,2.148,3.084,3.545,3.482,3.758,4.257,3.562,3.601,4.667,4.835,5.42,6.27,6.779,8.808,8.564,11.078,11.196,13.254,14.216,15.336,15.05,11.052,8.201,3.938,1.384,0.577,0.127,0.084,0,0,0.041,0,0,0,0,0,0,0,0,NaN,50
27,0.007092,272.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.897,5.194,8.385,10.279,11.029,7.113,5.759,4.765,4.617,3.775,3.445,2.753,3.015,2.448,2.649,3.459,3.006,3.184,3.308,3.263,3.707,4.347,5.067,4.275,5.831,6.911,7.08,7.062,9.022,10.451,11.99,13.669,15.638,16.365,16.766,17.227,11.725,7.305,2.702,0.826,0.429,0.022,0.103,0.06,0.041,0.04,0,0,0,0,0,0,0,0,NaN,50
28,0.008529,304.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,5.646,8.876,9.675,9.61,7.499,5.984,4.821,5.009,4.363,3.807,2.804,3.228,2.764,2.954,3.441,3.533,3.334,3.537,3.632,3.561,4.399,5.102,4.788,5.733,6.102,6.608,8.578,10.794,12.211,15.449,15.647,18.176,21.883,22.077,20.181,14.157,7.91,3.296,1.185,0.392,0.246,0.104,0.072,0,0,0,0,0,0,0,0,0,0,NaN,50
29,0.013269,360.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,1.317,5.298,6.235,7.824,6.887,5.748,4.427,4.757,3.827,2.353,2.525,2.071,2.733,2.027,2.946,2.988,3.072,3.699,3.827,4.488,4.102,3.89,4.153,5.256,6.061,6.543,7.914,8.556,9.571,13.579,17.725,20.028,25.358,28.828,34.586,35.307,26.769,15.121,5.609,1.413,0.55,0.242,0.225,0.076,0.04,0.042,0.042,0,0,0,0,0,0,0,NaN,50
30,0.010198,289.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,4.011,4.954,4.461,4.122,4.535,3.089,2.933,2.051,2.505,2.427,2.122,2.121,2.141,2.628,2.753,3.083,2.767,3.458,2.978,3.782,3.411,4.401,4.278,4.541,5.87,6.431,7.777,10.275,11.969,15.172,17.08,19.392,23.107,27.653,28.463,21.282,11.016,2.517,1.184,0.05,0.084,0.132,0.064,0.02,0,0,0,0,0,0,0,0,0,NaN,50
31,0.010844,298.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,2.902,4.996,5.534,5.612,4.316,3.777,2.746,2.195,3.214,1.786,1.815,2.093,1.906,2.211,2.385,2.624,2.966,3.156,3.419,3.054,3.653,3.439,4.429,4.824,6.116,6.987,8.743,10.194,12.707,15.753,16.245,21.408,24.484,27.895,27.331,21.921,12.144,4.431,1.501,0.191,0.133,0.169,0.063,0.092,0.01,0,0,0,0,0,0,0,0,NaN,50
32,0.012648,255.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,1.164,2.472,2.607,3.166,2.117,1.555,1.336,1.28,1.234,1.103,1.39,0.61,0.798,1.224,1.059,0.989,1.341,1.729,1.989,1.927,2.054,2.267,2.57,2.714,3.795,4.668,4.752,6.513,8.365,11.172,14.371,17.252,23.315,27.968,32.865,27.733,19.161,8.7,2.228,0.719,0.259,0.11,0.062,0,0,0,0.041,0,0,0.041,0,0,0,NaN,50
33,0.0141,262.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.337,1.74,2.614,3.084,2.329,1.872,1.605,1.483,1.321,0.881,0.906,1.088,1.035,1.09,1.157,1.249,1.22,1.706,1.216,1.816,1.476,1.64,2.53,2.587,2.811,3.594,4.24,4.98,6.17,8.026,10.456,12.143,17.565,22.757,27.398,31.652,32.644,22.828,10.649,4.518,1.174,0.752,0.202,0.067,0.19,0,0,0.036,0.006,0,0,0,0,0,NaN,50
34,0.012056,219.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,1.511,3.039,3.566,2.746,2.106,1.73,1.472,1.51,1.716,1.067,1.013,1.134,0.655,1.221,0.784,0.915,1.476,1.371,1.407,1.385,1.449,1.507,1.786,2.189,2.847,2.855,3.789,5.41,6.794,7.869,9.349,12.147,17.785,20.114,25.874,24.891,21.461,11.575,4.999,1.623,0.341,0.339,0.086,0.112,0.01,0,0,0,0,0,0,0,0,NaN,50
35,0.013143,239.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.499,0.877,1.566,1.92,1.927,1.419,1.207,0.805,1.012,0.983,0.766,1.039,0.857,0.925,0.91,0.8,0.929,1.545,1.032,1.206,1.344,1.179,1.477,1.383,2.182,2.265,2.608,4.678,4.959,6.656,9.144,13.024,16.955,23.159,28.963,31.569,30.889,21.005,9.107,3.241,0.725,0.443,0.361,0.042,0,0.042,0.016,0.026,0,0,0,0,0,0,NaN,50
36,0.011012,218.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,1.234,1.789,1.945,1.754,1.841,1.273,0.93,0.819,0.685,1.022,0.464,0.919,0.658,0.919,0.912,1.154,0.814,1.532,1.525,1.463,1.343,2.057,1.964,2.568,2.526,3.542,3.587,5.615,7.623,10.151,11.453,16.222,19.619,24.313,29.349,26.904,16.708,6.411,1.935,0.386,0.169,0.057,0.054,0.051,0.012,0.039,0,0,0,0,0,0,0,NaN,50
37,0.013565,253.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,1.693,2.031,1.747,2.113,1.307,0.799,1.329,0.99,0.977,0.827,0.871,0.478,0.709,0.829,1.184,1.086,1.106,1.121,2.26,2.045,1.929,1.899,2.36,3.241,4.396,4.438,4.82,6.48,7.94,9.744,12.867,15.123,20.871,26.8,31.79,34.328,23.036,10.744,3.376,0.786,0.223,0.06,0.066,0.062,0.002,0,0,0,0,0,0,0,0,NaN,50
38,0.011001,218.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,1.283,2.616,2.387,2.545,2.044,2.097,1.261,1.351,1.173,0.926,1.079,0.944,1.042,0.98,1.054,1.365,1.508,1.543,1.569,1.92,1.938,1.85,2.176,2.405,2.867,4.066,4.725,5.509,6.421,9.076,11.458,13.966,16.899,21.408,26.441,25.578,18.266,8.134,2.719,1.27,0.062,0.1,0.101,0.021,0,0.016,0.025,0,0,0,0,0,0,NaN,50
39,0.007587,180.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.536,1.3,2.849,3.336,3.055,1.902,2.321,1.187,2,1.46,0.975,1.086,1.143,0.888,0.841,1.304,1.873,1.472,1.773,1.851,2.114,1.631,2.031,2.493,2.973,3.195,3.761,4.923,5.963,6.822,7.937,9.705,11.474,14.476,16.089,17.368,15.567,11.106,4.749,1.852,0.672,0.133,0.136,0.096,0.061,0,0,0,0,0,0,0,0,0,NaN,50
40,0.010059,182.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,1.835,2.043,2.259,1.35,1.239,1.631,0.85,1.136,0.642,0.743,0.544,0.475,0.799,0.729,0.923,0.886,1.149,1.065,1.301,1.707,1.957,1.557,1.786,2.075,3.105,3.216,3.916,4.21,4.851,7.87,9.207,10.751,14.73,16.332,18.356,19.762,16.703,10.376,4.433,2.081,0.545,0.254,0.064,0.089,0.051,0,0,0,0,0,0,0,0,NaN,50
41,0.010639,200.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,1.685,2.401,2.129,2.429,1.366,1.214,1.077,1.068,0.935,0.956,0.763,1.003,0.632,1.052,0.697,0.598,1.118,1.069,1.185,1.278,1.778,1.662,2.129,2.494,2.818,3.189,4.832,4.958,6.682,8.2,9.286,12.345,14.986,21.678,22.782,21.045,18.959,9.889,3.41,1.186,0.425,0.263,0,0.062,0.021,0,0,0,0,0,0,0,0,NaN,50
42,0.009491,194.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,1.931,4.082,4.227,3.745,2.82,2.021,1.983,1.504,1.494,1.252,1.032,0.985,1.06,1.211,1.071,1.454,1.411,1.707,1.55,2.014,1.977,1.811,2.409,3.659,3.433,3.835,4.396,6.077,6.317,7.623,7.304,11.377,12.057,14.69,16.829,18.085,15.908,10.582,5.112,1.289,0.413,0.153,0.166,0.053,0.01,0,0,0,0,0,0,0,0,NaN,50
43,0.01102,206.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,2.114,3.341,4.452,3.226,2.629,2.586,2.181,2.245,1.477,1.527,1.321,0.973,1.502,0.956,1.281,1.477,1.529,1.636,1.688,2.039,2.541,1.908,2.193,2.612,3.064,2.917,3.36,4.836,6.236,6.58,8.274,10.275,14.472,15.998,19.995,19.858,16.831,13.197,6.218,2.698,1.076,0.189,0.027,0.02,0.041,0.082,0,0,0,0,0,0,0,NaN,50
44,0.007389,176.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,2.254,3.403,4.038,3.134,2.331,1.737,1.738,1.277,1.506,1.48,1.143,1.52,1.179,1.445,1.34,1.882,1.866,2.334,1.809,2.29,2.562,2.796,3.01,3.044,3.648,4.698,5.148,5.591,6.708,7.348,8.714,9.995,11.132,12.166,13.434,13.55,10.288,7.247,3.029,1.378,0.567,0.151,0.103,0.039,0,0,0,0,0,0,0,0,0,NaN,50
45,0.006314,170.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,2.788,4.976,5.185,5.261,4.113,3.137,3.189,2.313,2.08,2.616,2.085,1.703,1.34,1.58,2.151,1.423,1.899,1.924,2.35,2.358,2.093,2.741,2.121,2.476,2.906,3.513,4.011,5.22,5.139,5.295,6.909,8.519,9.621,11.882,11.409,12.307,9.746,5.651,2.94,0.649,0.39,0.046,0.004,0,0.04,0,0,0,0,0,0,0,0,NaN,50
0,0,0,0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,0,0
