Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.020717,325.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.383,1.171,1.889,3.091,3.555,4.078,3.646,3.708,3.608,4.222,4.082,4.052,3.879,4.748,3.548,3.807,4.325,3.224,3.267,2.878,3.132,2.632,2.767,2.649,3.051,3.514,5.076,5.448,6.652,8.299,10.129,11.436,14.603,16.889,19.053,25.375,25.435,27.796,27.099,20.126,10.49,4.836,1.001,0.339,0.077,0.02,0.039,0.033,0.044,0.013,0.026,0,0,0,NaN,NaN
2,0.022461,329.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.685,1.797,2.071,2.608,4.269,4.031,4.167,3.675,3.873,4.023,4.119,4.834,4.504,3.646,4.086,3.664,3.14,3.381,3.145,2.776,2.225,2.676,2.862,2.567,3.278,3.695,3.887,5.006,6.478,8.109,9.151,10.543,13.344,15.716,17.934,21.514,27.925,30.026,31.658,21.503,12.05,5.308,2.104,0.683,0.33,0.08,0.038,0.039,0.039,0,0,0,0,0,NaN,NaN
3,0.020765,328.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,1.704,2.257,2.84,3.234,4.359,4.033,4.615,3.518,4.724,4.016,3.894,3.986,4.642,5.256,3.933,3.87,3.579,3.783,3.155,2.805,2.692,2.692,2.621,3.473,3.208,4.428,4.479,6.428,7.5,9.808,10.308,13.557,16.079,18.505,24.121,28.943,32.243,28.235,20.067,8.76,4.195,1.225,0.365,0.057,0.003,0.038,0,0,0,0,0,0,0,NaN,NaN
4,0.017878,300.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626,2.204,2.333,3.177,4.426,4.171,4.056,4.688,4.107,4.476,4.868,5.07,5.162,4.556,5.197,3.936,4.398,2.929,3.234,3.061,2.91,2.338,2.478,2.879,3.368,3.644,3.972,4.719,6.015,6.44,8.717,10.329,11.095,14.652,15.883,19.745,24.413,26.457,21.854,17.054,9.177,4.162,1.071,0.345,0.029,0.049,0.039,0,0,0,0,0,0,0,NaN,NaN
5,0.02044,338.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,1.438,1.661,3.036,2.362,2.919,3.285,3.679,2.686,3.889,3.803,3.543,4.007,3.496,3.534,3.457,2.844,2.826,2.379,2.449,3.454,2.597,2.621,2.867,3.398,3.817,4.916,5.624,7.548,9.141,11.163,12.614,16.826,19.832,23.978,29.257,31.272,34.851,28.857,17.564,5.681,1.77,0.288,0.188,0.039,0.078,0,0,0,0,0,0,0,0,NaN,NaN
6,0.022517,387.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.513,1.819,2.464,3.773,3.892,4.957,4.136,4.784,4.432,4.225,4.219,5.318,5.066,4.805,4.927,3.99,3.638,2.765,4.063,3.158,3.232,2.842,2.907,3.741,4.195,4.606,4.969,6.506,8.305,9.286,12.72,14.866,17.225,22.885,27.194,31.195,37.533,37.115,32.006,18.825,5.96,1.718,0.449,0.141,0.031,0.088,0.039,0,0,0,0,0,0,0,NaN,NaN
7,0.0238,364.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,1.019,0.954,2.733,2.45,3.123,3.519,3.433,2.433,3.343,3.577,3.011,3.922,4.02,3.614,3.247,3.416,3.005,3.669,2.325,2.773,2.46,2.879,3.156,3.186,3.586,4.653,5.47,6.586,8.916,10.863,13.247,16.021,20.885,26.186,33.33,34.601,41.818,35.928,19.672,7.441,2.413,0.505,0.169,0.03,0.127,0,0,0,0.051,0.026,0,0,0,NaN,NaN
8,0.016571,372.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762,2.492,3.41,3.997,5.386,5.349,5.369,5.514,5.204,5.69,5.41,5.318,5.845,5.899,6.031,4.59,4.638,4.578,4.038,3.657,3.728,3.625,3.304,4.002,4.265,5.404,5.662,7.33,10.344,12.215,16.446,16.292,19.572,23.946,25.806,29.347,29.731,28.331,18.932,8.148,2.439,0.263,0.227,0.101,0.001,0,0.039,0,0.039,0,0,0,0,0,NaN,NaN
9,0.016705,382.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,2.398,3.046,4.465,5.032,5.436,5.958,5.206,5.645,6.066,5.96,5.934,5.875,6.02,5.02,5.22,3.927,4.279,4.548,3.907,4.215,3.359,3.283,3.384,5.132,5.91,6.183,8.044,11.486,13.332,15.856,15.887,20.377,25.327,26.989,31.234,31.321,29.005,17.785,6.772,2.023,0.483,0.227,0.099,0.003,0.003,0.114,0,0,0,0,0,0,0,NaN,NaN
10,0.014437,383.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.99,3.129,4.355,5.229,7.49,7.297,7.299,7.36,7.129,7.226,6.669,7.62,6.823,6.615,7.215,5.118,5.177,5.106,4.348,4.585,4.296,3.824,4.867,4.236,5.956,6.247,6.959,8.049,10.958,13.946,15.859,16.173,20.717,23.653,24.734,27.204,25.985,20.925,13.849,5.818,1.512,0.531,0.182,0.09,0.059,0.003,0.129,0.024,0,0.039,0,0.038,0,0,NaN,NaN
