Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.006859,184.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.669,2.945,4.322,4.686,3.889,3.254,2.534,1.732,1.981,1.722,1.442,1.291,1.05,1.421,1.786,1.844,1.63,1.77,2.181,2.305,2.379,2.315,2.974,2.882,3.228,3.953,3.537,4.369,6.192,6.637,8.203,8.616,10.439,13.334,14.827,15.257,14.238,9.949,5.273,1.395,0.307,0.041,0.002,0.002,0.03,0.01,0,0,0,0,0,0,0,0,NaN,50
2,0.00483,196.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.768,3.53,5.397,6.476,6.101,5.892,4.977,4.329,4.22,4.798,4.618,3.839,3.012,3.159,3.255,2.994,2.691,3.705,3.703,3.349,3.788,3.695,3.65,3.715,3.978,4.218,4.327,5.081,5.948,4.987,5.915,7.908,7.789,9.17,10.66,12.136,9.417,6.333,2.129,0.71,0.206,0.189,0,0.04,0.03,0.01,0,0,0,0,0,0,0,0,NaN,50
3,0.005884,192.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.699,2.985,3.437,4.425,3.481,2.905,2.36,2.588,1.862,1.742,1.073,1.383,1.5,1.613,1.804,1.959,2.616,2.529,3.097,2.894,2.737,3.538,3.031,3.715,4.483,6.281,5.009,7.164,8.396,9.191,9.615,10.121,12.194,12.946,14.297,12.44,9.999,6.396,2.697,1.13,0.465,0.068,0,0.021,0.05,0.01,0,0,0,0,0,0,0,0,NaN,50
4,0.008892,227.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,1.961,3.286,4.583,3.981,2.938,2.221,1.632,1.436,1.92,1.728,1.562,1.289,1.558,1.489,1.045,2.082,1.975,1.911,2.872,2.979,3.334,3.422,3.235,4.429,4.687,4.855,6.197,8.329,9.505,11.39,11.66,13.933,17.651,21.664,20.384,17.625,11.323,6.079,1.741,0.564,0.195,0.045,0.041,0.041,0,0,0,0,0,0,0,0,0,NaN,50
5,0.006107,160.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.742,1.742,2.626,3.215,3.203,2.514,2.539,2.401,1.756,1.492,1.281,1.26,1.04,0.981,1.046,1.296,1.381,1.57,1.532,1.568,1.885,2.002,2.316,2.382,2.964,3.448,3.656,4.185,4.758,6.223,7.175,7.309,10.599,12.858,13.515,13.635,12.489,8.481,3.984,1.359,0.39,0.022,0.002,0.062,0.021,0.001,0,0,0,0,0,0,0,0,NaN,50
6,0.00615,188.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144,2.581,5.162,6.417,4.882,3.873,4.013,2.958,2.823,2.208,2.124,1.829,1.941,1.69,1.906,2.211,2.381,1.807,2.727,3.231,2.949,3.104,2.475,3.305,4.069,4.477,5.169,5.081,7.161,6.876,7.578,7.763,9.374,10.087,10.704,12.846,11.27,8.794,4.74,1.975,0.716,0.213,0.042,0,0.04,0,0,0,0.04,0,0,0,0,0,NaN,50
7,0.009822,218.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,2.657,3.446,4.686,3.853,3.485,2.609,2.291,1.659,2.226,1.986,1.327,1.809,1.222,1.353,1.272,1.305,2.117,1.518,2.239,2.561,2.569,2.186,2.74,3.761,4.052,5.092,4.688,6.784,6.344,9.48,9.77,13.005,14.421,16.636,21.779,20.225,14.467,8.417,3.517,1.282,0.53,0.215,0,0.072,0.051,0.057,0.025,0,0,0,0,0,0,NaN,50
8,0.008904,207.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,1.286,2.494,2.747,2.782,1.738,2.033,1.369,1.235,1.421,1.428,0.872,1.201,1.502,1.214,1.234,1.781,1.848,2.025,2.635,2.548,2.687,2.893,3.353,3.34,4.587,4.577,5.614,6.832,8.379,9.79,11.402,12.84,16.486,17.341,19.658,18.369,13.397,6.732,2.195,0.596,0.247,0.054,0.172,0.019,0,0,0,0,0,0,0,0,0,NaN,50
9,0.007144,201.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,1.903,3.262,2.953,2.438,2.448,2.075,1.432,1.413,1.507,1.812,1.735,1.188,1.351,1.577,2.025,2.036,2.225,2.627,2.622,3.346,2.854,3.617,3.46,4.442,4.949,6.284,7.038,8.044,8.289,12.206,11.323,12.577,13.747,15.353,15.468,13.923,8.462,4.374,1.604,0.413,0.208,0.13,0.023,0.022,0,0,0,0,0,0,0,0,0,NaN,50
10,0.009251,249.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,1.751,3.125,3.501,2.669,2.21,1.69,1.613,1.907,1.587,2.005,1.265,1.824,1.307,1.896,1.83,2.075,2.105,3.249,3.568,3.634,3.406,3.681,4.237,5.658,5.693,6.844,8.804,9.216,11.802,13.751,14.016,16.726,19.917,22.47,22.058,17.853,10.514,5.161,1.383,0.647,0.277,0.002,0,0,0,0,0,0,0,0,0,0,0,NaN,50
11,0.007992,212.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764,1.771,3.098,4.186,2.71,2.647,2.685,2.028,2.272,1.555,1.623,1.238,1.602,1.807,1.608,1.605,1.595,2.228,2.328,2.459,2.807,2.581,3.224,3.462,4.165,4.548,4.632,6.613,7.033,8.126,8.921,12.171,14.039,18.008,18.274,18.838,17.041,10.114,3.951,1.149,0.413,0.278,0.082,0.09,0,0,0,0,0,0,0,0,0,0,NaN,50
12,0.005795,209.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,3.51,6.125,6.063,5.612,5.278,3.697,3.078,2.452,2.763,2.181,2.003,1.851,1.826,2.437,2.27,2.545,3.156,3.168,3.824,4.177,3.826,3.327,3.812,4.615,4.641,5.494,6.305,7.746,8.113,9.753,10.603,12.205,11.627,14.359,13.278,11.062,5.611,2.348,0.891,0.474,0.048,0.081,0,0.04,0,0,0,0,0,0,0,0,0,NaN,50
13,0.004568,250.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,1.709,7.378,11.093,12.169,11.12,9.899,6.592,6.399,5.584,4.515,3.891,3.598,2.852,3.429,3.937,3.512,4.085,4.203,4.817,4.929,4.438,4.211,4.806,4.836,6.103,5.323,6.101,7.466,8.391,8.158,9.835,9.068,10.469,10.751,11.409,9.518,7.466,3.828,1.509,0.514,0.148,0,0,0,0,0.002,0.038,0,0,0,0,0,0,0,NaN,50
14,0.004829,255.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767,5.8,10.512,10.733,8.852,7.575,8.147,4.245,4.618,4.153,3.772,2.89,3.401,3.495,4.215,4.215,3.687,4.415,4.12,4.738,4.76,4.668,5.24,5.744,6.251,7.062,7.421,8.117,10.183,9.676,10.977,10.874,12.002,12.95,11.883,9.606,7.215,4.452,0.879,0.237,0.097,0,0.081,0,0,0,0,0,0,0,0,0,0,0,NaN,50
15,0.004736,253.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,1.277,5.825,8.763,10.696,10.412,7.919,6.569,4.935,4.723,4.272,3.636,3.268,3.072,3.53,3.588,4.255,4.931,4.903,5.467,4.699,6.003,5.038,5.366,6.01,7.122,5.987,6.75,7.476,9.571,9.771,10.459,9.552,11.282,12.826,10.859,9.562,7.259,3.657,1.667,0.451,0.054,0.04,0.053,0.03,0,0,0,0,0,0,0,0,0,0,NaN,50
16,0.004708,284.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,2.854,8.638,12.675,13.685,11.549,8.447,8.391,6.216,4.837,4.535,3.884,3.918,3.692,4.532,4.65,4.9,5.608,5.527,5.986,5.604,5.156,5.489,6.156,6.187,7.524,8.03,8.21,8.121,9.889,10.086,11.437,11.311,11.408,12.789,11.334,10.122,7.09,2.808,0.863,0.285,0.043,0.042,0.04,0,0.03,0.01,0,0,0,0,0,0,0,0,NaN,50
17,0.005525,317.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,2.252,6.822,11.375,12.974,9.733,8.353,8.04,6.503,4.568,4.542,4.281,3.867,3.927,4.251,4.446,4.87,5.538,5.99,6.22,6.753,7.245,6.11,6.751,7.462,8.65,9.166,10.319,12.264,14.377,14.044,15.525,15.462,15.562,15.199,13.259,11.008,5.84,2.376,0.891,0.263,0.089,0.06,0.066,0.121,0.019,0,0,0.04,0,0,0,0,0,0,NaN,50
18,0.00555,305.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,2.461,8.193,12.05,13.85,13.565,9.929,6.908,6.357,5.428,5.023,3.946,4.458,4.429,3.462,3.488,4.3,4.968,5.905,5.897,5.912,6.312,5.622,5.355,7.08,8.609,8.592,8.965,10.12,9.962,11.83,12.022,13.848,14.672,15.263,12.467,9.928,7.967,3.934,1.492,0.466,0.123,0,0.041,0.002,0,0,0.016,0.025,0,0,0,0.039,0,0,NaN,50
19,0.00498,300.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,2.114,10.132,13.353,14.953,13.095,10.484,9.298,7.39,5.704,5.753,5.35,4.699,3.972,4.49,4.115,4.532,4.727,6.133,6.318,6.757,5.756,5.64,6.788,6.998,7.48,8.693,8.321,7.89,10.477,10.528,10.983,11.064,11.001,12.037,11.998,10.397,5.49,3.297,1.239,0.423,0.09,0.103,0.071,0.171,0.039,0.002,0.038,0.034,0.045,0.039,0,0,0,0,NaN,50
20,0.005968,335.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,2.605,9.245,12.216,14.935,11.075,9.642,8.202,5.877,5.657,4.465,4.456,3.801,3.936,4.702,4.88,4.79,7.316,6.522,6.66,6.686,6.168,6.982,7.422,7.898,9.064,10.696,10.987,11.515,14.141,13.078,15.234,14.556,15.851,15.439,15.366,11.29,6.939,2.975,1.149,0.463,0.115,0.182,0.053,0.051,0.049,0.01,0,0,0.04,0,0.039,0,0,0,NaN,50
21,0.0057,326.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,1.804,6.405,9.924,11.233,9.944,7.123,6.08,5.573,4.221,4.863,3.621,3.387,3.336,4.738,4.007,4.371,6.356,7.125,6.822,6.302,6.727,7.224,6.758,7.058,9.456,11.431,11.329,12.962,15.071,15.4,17.91,18.574,18.839,18.883,14.735,10.111,4.727,1.091,0.443,0.168,0.136,0.083,0.024,0.06,0,0.04,0,0,0,0,0,0,0,0,NaN,50
22,0.005719,361.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,2.161,6.8,11.574,10.407,11.464,8.669,8.209,5.956,5.47,4.98,3.969,4.776,4.204,4.98,5.299,4.985,6.721,8.091,8.612,8.175,8.766,7.926,8.118,9.692,10.525,12.196,12.787,14.322,17.456,18.196,18.276,18.133,20.102,20.869,13.509,9.235,3.1,1.384,0.538,0.195,0.087,0.022,0,0.041,0,0,0,0,0,0,0,0,0,0,NaN,50
