Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.013671,53.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.3058,0.4233,0.4105,0.2633,0.5552,0.304,0.5076,0.4305,0.3387,0.3224,0.2,0.3947,0.2641,0.3252,0.2135,0.2225,0.2449,0.1223,0.2243,0.1928,0.185,0.2298,0.2162,0.1438,0.3543,0.4066,0.7399,0.4766,0.588,0.999,1.0898,1.0041,2.0171,1.8025,2.8675,3.1469,2.7775,3.385,2.8773,3.1663,3.2931,2.4285,2.4895,2.9053,2.093,1.7955,1.3214,0.89,0.5439,0.3917,0.2924,0.1234,0.0392,40,40
2,0.013207,48.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844,0.2653,0.4206,0.2912,0.6671,0.4313,0.498,0.5987,0.3443,0.1698,0.0795,0.2373,0.1801,0.3379,0.1991,0.252,0.2469,0.1379,0.1592,0.1258,0.1332,0.2134,0.1385,0.2327,0.2781,0.246,0.5806,0.4762,0.5086,0.7437,0.8522,0.6192,1.0367,1.3047,1.78,2.1331,2.474,2.5486,2.8825,2.8169,2.8545,2.3725,2.5633,2.7093,2.0928,1.7611,1.9226,1.3258,1.2014,0.7045,0.4615,0.0738,0.1938,0.046,40,40
3,0.012444,63.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2518,1.002,1.0641,1.2706,1.7163,0.9757,1.1208,1.1567,0.8415,0.6705,0.9595,0.7915,0.8232,0.9708,0.6817,0.75,0.5231,0.5492,0.3483,0.3679,0.6309,1.01,0.6591,0.641,0.7453,0.8246,0.9635,1.1215,1.1978,1.525,2.0164,1.6944,1.686,1.977,2.1534,2.5235,2.0567,2.5369,1.6863,1.5213,1.9799,1.7644,2.1073,2.0881,1.7262,1.9521,1.9563,1.4592,1.1754,0.8191,0.6321,0.0855,0.0408,0.0445,40,40
4,0.01415,69.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.76,1.2453,1.3178,1.4019,1.6694,0.8516,1.1283,0.7124,1.0842,1.2465,1.1247,1.173,0.996,1.0763,0.7669,0.7536,0.3041,0.4201,0.3673,0.5717,0.4538,0.3733,0.443,0.3227,0.8064,0.9885,0.9434,1.0801,1.4883,1.5114,1.6381,2.1472,3.0701,2.547,2.3545,3.0924,3.4342,2.4603,2.206,2.4016,2.0672,2.1778,2.0896,1.8136,1.7942,1.2767,1.3534,1.4474,1.2432,0.5288,0.5061,0.1362,0.0019,40,40
5,0.020657,61.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2122,0.685,0.6649,0.7552,0.69,0.7264,0.5353,0.5441,0.413,0.5335,0.5336,0.4243,0.3355,0.2434,0.481,0.1777,0.1586,0.3343,0.163,0.1423,0.1636,0.1809,0.2224,0.1916,0.3939,0.4074,0.4051,0.7753,0.5321,1.0405,1.1916,0.9563,1.4395,1.7369,2.0138,2.9103,2.3785,2.964,2.9096,2.6623,3.4004,2.5265,2.3268,2.999,2.3192,2.088,2.5421,2.6118,2.5226,1.9056,0.9888,0.3254,0.4166,0.0603,40,40
6,0.019609,54.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1753,0.7197,0.6635,0.7023,0.8765,0.6469,0.4344,0.3498,0.3184,0.2362,0.1082,0.0543,0.1311,0.2875,0.1155,0.1838,0,0.0427,0.0233,0.1294,0.2563,0.1891,0.1452,0.1648,0.3966,0.4362,0.3207,0.3049,0.9258,0.9531,0.8678,0.9034,1.5007,1.7056,2.3391,2.5988,2.6821,2.7527,2.383,2.7686,2.0469,2.0422,2.6178,2.3705,1.9404,2.3641,2.1666,2.6412,2.036,1.4876,1.4463,0.5365,0.3005,0.0631,40,50
7,0.01098,74.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1.0902,1.5822,1.4466,2.4196,1.9068,1.7693,1.8443,1.9195,2.0546,1.5857,1.5017,1.6696,1.8969,1.7877,1.4955,0.9481,1.2991,0.9766,0.7849,0.8184,0.8939,0.8523,0.7434,0.6118,0.7006,1.0263,1.1689,1.3236,1.7667,1.8146,1.9835,2.1753,1.7919,2.5685,2.5323,1.9519,2.2026,1.8151,1.8761,1.2483,1.1019,1.4406,1.2291,1.6234,1.5656,1.8991,1.5646,1.1677,0.7918,0.449,0.0923,0.0437,0,50,40
8,0.01732,63.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2979,0.6819,0.8509,0.6912,1.0866,1.4879,0.5258,0.7453,0.6687,0.3114,0.6992,0.542,0.6203,0.5843,0.2529,0.256,0.6081,0.1858,0.3815,0.3171,0.4609,0.333,0.344,0.6702,0.5327,0.3901,0.5612,0.6913,1.2486,1.0554,1.1169,1.7469,1.9639,2.1322,2.5645,2.9001,2.8782,2.7684,2.8042,1.861,2.5193,2.1697,2.6411,2.1517,1.904,2.1331,2.1022,2.0335,1.9413,1.2488,1.0069,0.5868,0.1695,0,40,50
9,0.013796,86.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329,0.3095,1.0502,1.2223,1.2359,1.3754,1.7213,1.5603,1.5287,1.2942,1.1567,0.8504,1.3302,1.5133,1.0487,0.9574,1.129,0.8903,0.7439,0.8426,0.4624,0.6208,0.7229,0.5856,0.5632,0.9213,1.0561,1.0954,1.4171,1.6069,1.7822,2.729,2.1907,2.9518,3.259,3.3214,4.3321,4.3177,4.1227,3.9523,4.1036,3.054,1.892,1.9692,2.2056,1.623,1.6189,1.6227,1.5812,1.1344,1.0181,0.6551,0.0582,0,0.0383,50,50
