Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.032191,117.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5174,4.2883,6.149,6.9448,7.0805,8.8937,6.898,6.3925,5.0271,4.9081,4.886,2.451,2.9505,1.9297,1.7856,1.0452,0.979,0.4946,0.8337,0.2835,0.1301,0.5432,0.1778,0.2441,0.2791,0.6176,0.5199,0.5441,0.6346,0.5203,0.6959,0.8197,0.8959,1.2015,1.3256,0.99,1.3812,1.0033,1.0279,1.0385,1.1856,1.2762,1.0607,1.158,1.9242,2.0778,2.0508,2.5772,2.7192,3.3044,3.104,2.7427,1.5183,0.3898,NaN,NaN
2,0.019067,105.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8593,4.5904,6.9331,7.2557,7.8108,7.2947,7.2711,6.2836,5.6702,4.8201,3.8964,3.49,2.2733,2.2367,1.3888,1.1678,0.6293,0.4498,0.6082,0.5359,0.3441,0.1175,0.2727,0.227,0.2562,0.2212,0.3698,0.259,0.5671,0.6896,0.7427,0.7332,0.9623,0.8959,0.8609,1.2036,1.2806,0.83,0.8702,0.8133,0.8464,0.6479,0.5527,0.845,0.8496,1.2422,1.2693,1.7023,1.8489,1.8093,2.0025,1.5843,0.5948,0.2956,NaN,NaN
3,0.021913,112.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6196,4.6813,6.6974,7.2236,8.2288,8.0799,8.6083,7.4896,4.7753,5.1497,4.562,3.2605,2.4472,1.7555,1.4829,1.2423,0.7352,0.6419,0.4856,0.3303,0.4745,0.3333,0.328,0.1578,0.3346,0.3085,0.4799,0.3971,0.7132,0.6446,1.223,0.9748,1.0705,1.0604,1.1496,1.0339,1.2551,1.1012,0.9264,0.8322,0.786,0.8436,0.3373,1.0474,1.3001,1.0213,1.6738,1.7301,2.5311,2.7299,2.1533,1.651,0.7017,0.1735,NaN,NaN
4,0.049478,139.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8166,5.8878,6.4335,7.8166,8.7359,8.2125,8.148,6.3476,5.9788,5.6673,4.4833,3.3462,3.3558,2.593,2.5189,1.8773,1.1903,0.625,0.7959,0.6434,0.5652,0.1826,0.3399,0.1796,0.2839,0.5218,0.6074,0.5306,0.4722,0.5514,0.754,0.6997,1.0535,0.8588,1.0987,1.2462,1.1959,0.9093,1.0495,1.0475,0.786,0.8369,1.2703,1.8322,1.8389,2.4564,3.403,4.1434,4.0266,4.9745,5.5437,4.5983,2.1219,0.7186,NaN,NaN
5,0.091352,176.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,2.119,5.603,6.35,7.73,9.175,7.997,7.769,7.356,7.063,6.658,6.381,4.5,3.942,2.83,2.38,1.828,1.265,0.826,0.839,0.639,0.28,0.33,0.207,0.283,0.079,0.352,0.219,0.218,0.681,0.629,0.602,0.627,0.7,0.922,1.264,1.326,0.887,1.077,1.265,1.204,1.289,1.7,1.543,3.377,3.1,4.686,5.412,6.518,7.857,8.997,10.505,8.322,5.277,0.924,NaN,NaN
6,0.058648,166.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1147,1.7959,5.3991,7.4736,9.2779,9.0296,9.7356,8.7931,8.9669,6.3953,6.4938,5.5378,5.804,5.4018,4.1701,2.231,2.2113,1.6409,1.3233,0.9716,0.6069,0.7363,0.6828,0.4318,0.5053,0.5188,0.4333,0.6109,0.7141,0.6426,0.6234,0.5291,1.0741,1.0039,1.1761,1.1791,1.5343,1.6149,1.6687,1.2414,1.1976,1.5679,1.1899,1.6128,1.7648,2.035,3.0101,3.3408,4.4218,5.2453,5.847,6.3792,4.9505,3.239,0.8064,NaN,NaN
7,0.056167,162.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,2.239,6.136,8.445,8.15,8.836,9.8,10.481,8.643,7.557,7.207,5.978,4.753,4.048,3.713,2.516,1.833,1.109,0.824,0.811,0.521,0.346,0.087,0.312,0.211,0.312,0.579,0.302,0.553,0.606,0.529,0.715,0.97,0.854,1.367,1.174,1.271,1.347,1.58,1.135,1.021,1.279,1.272,1.71,2.019,2.53,3.258,3.208,2.893,4.479,5.967,5.799,5.66,2.983,0.647,NaN,NaN
8,0.059348,175.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3604,5.2086,8.0321,8.6066,8.6788,9.3712,9.3607,9.3416,6.6805,7.1089,5.8071,6.2967,4.9342,3.0596,2.7939,2.8214,1.6209,1.2258,0.8303,0.616,0.547,0.2713,0.5488,0.5223,0.6807,0.6951,0.7589,0.7216,0.9884,0.8866,1.2393,0.9502,1.4269,1.8522,1.4383,1.8923,2.0751,2.2395,1.6953,1.7307,1.777,1.7622,2.3175,2.3695,2.5195,3.7709,3.0955,3.676,4.4799,5.842,6.1864,5.2796,3.2358,0.9272,NaN,NaN
9,0.016055,152.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,1.952,5.037,7.905,9.615,10.658,11.044,10.601,9.782,7.025,7.562,7.415,7.204,5.693,4.658,3.62,2.125,2.276,1.93,1.106,0.682,0.765,0.389,0.428,0.349,0.481,0.421,0.545,0.55,1.034,1.003,0.922,1.161,1.336,1.685,1.606,1.427,1.635,1.812,1.27,1.467,0.975,0.773,0.874,1.066,0.969,1.203,0.855,1.013,1.52,1.367,1.646,1.221,0.692,0.083,NaN,NaN
