Tiempo (min),LWC (g/m3),Cn(P/cm3),0.104,0.111,0.12,0.129,0.138,0.149,0.16,0.172,0.184,0.198,0.213,0.229,0.246,0.264,0.284,0.305,0.328,0.352,0.379,0.407,0.437,0.47,0.505,0.543,0.583,0.627,0.674,0.724,0.778,0.836,0.898,0.965,1.037,1.115,1.198,1.287,1.383,1.486,1.597,1.717,1.845,1.982,2.13,2.289,2.46,2.643,2.841,3.053,3.28,3.525,3.788,4.071,4.374,4.701,5.051,5.428,5.833,6.268,6.736,7.239,7.779,8.359,8.983,9.653,10.373,11.147,11.979,12.872,13.833,14.865,15.974,17.165,18.446,Visibilidad (m),Visibilidad corregida (m)
1,0.014665,225.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,1.697,2.772,3.261,4.231,3.315,2.681,2.399,2.337,1.946,2.407,2.037,1.566,1.265,1.797,1.692,1.703,1.601,1.553,1.544,1.726,1.562,1.486,1.717,2.839,3.56,3.739,3.899,5.004,6.271,7.375,8.095,8.509,10.839,13.446,15.409,20.047,21.968,20.527,14.26,6.886,2.341,0.853,0.176,0.192,0.053,0,0.08,0,0,0,0,0,0,40,30
2,0.009552,217.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,2.801,4.791,5.743,7.044,6.269,4.89,4.642,3.782,3.479,3.486,3.446,3.241,2.404,2.625,2.391,2.678,2.548,2.13,2.434,2.465,2.664,2.728,2.776,2.772,3.724,3.676,4.345,5.588,5.628,7.175,7.813,8.57,10.158,10.9,12.899,12.405,14.056,11.498,7.818,3.891,1.196,0.607,0.102,0.079,0,0,0,0,0,0,0,0,0,30,40
3,0.016216,246.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815,1.978,3.095,3.558,4.169,2.954,2.611,2.563,1.864,2.357,1.952,1.669,1.528,1.342,1.161,1.159,1.382,1.281,1.44,1.575,2.02,1.739,1.779,1.593,2.038,2.561,3.023,3.921,4.222,5.641,8.113,8.498,10.224,12.498,17.08,23.035,26.72,28.755,21.266,12.943,5.914,1.778,0.303,0.106,0.184,0.182,0.056,0.065,0,0,0,0,0,0,40,40
4,0.015281,231.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,1.681,2.492,2.528,2.669,2.104,1.574,1.255,1.135,1.056,1.156,1.118,0.783,0.725,0.979,1.18,0.726,1.084,1.257,1.516,1.486,1.704,1.729,1.943,2.457,2.315,3.008,2.999,5.52,5.744,7.03,9.679,11.492,15.217,19.429,22.042,25.62,26.392,19.866,11.022,4.721,1.699,0.417,0.084,0.174,0.054,0.079,0,0,0,0,0,0,0,40,40
5,0.0158,255.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,2.365,3.168,3.533,3.566,3.244,3.431,2.913,2.657,2.477,1.928,2.107,2.151,1.763,1.566,1.937,1.566,1.35,1.974,2.07,1.972,1.792,1.933,1.784,3.169,4.025,3.734,4.444,5.158,5.459,8.136,8.782,11.221,13.115,16.659,19.867,28.252,27.308,21.843,12.527,5.862,1.355,0.442,0.18,0.104,0.003,0,0,0,0,0,0,0,0,40,30
6,0.013455,259.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,2.23,2.612,4.712,4.449,4.127,3.689,3.905,3.352,3.504,2.944,3.197,3.034,2.938,2.591,2.54,2.65,2.003,2.645,2.255,1.952,2.443,2.834,2.561,3.076,3.107,4.823,4.443,6.342,7.639,9.657,9.985,11.597,14.285,17.622,20.108,23.649,23.387,16.188,8.69,3.362,1.001,0.389,0.156,0.041,0.045,0.093,0.065,0,0,0,0,0,0,30,40
7,0.012637,251.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,2.363,3.974,4.998,4.726,5.326,3.919,3.69,3.49,3.193,2.301,2.897,3.083,1.848,1.385,1.822,2.502,1.936,2.537,2.176,2.353,2.076,2.44,2.505,3.46,3.501,4.381,5.392,6.212,7.063,8.024,10.014,13.582,14.898,17.832,18.968,20.832,20.353,15.817,8.064,3.656,0.922,0.502,0.124,0.002,0.001,0,0,0,0,0,0,0,0,40,40
8,0.014509,306.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,1.278,2.762,4.399,5.221,4.98,5.571,4.533,4.161,3.666,2.88,2.974,3.02,2.514,2.267,2.62,2.726,2.563,2.97,2.776,2.922,3.174,3.532,3.556,3.299,4.61,6.201,6.7,8.403,10.958,10.414,12.693,13.963,15.286,17.883,20.089,22.521,23.204,20.964,15.672,9.018,4.904,1.625,0.432,0.162,0.044,0,0.04,0,0,0,0,0,0,0,40,50
9,0.015042,319.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.443,1.67,2.719,3.346,3.732,3.81,2.51,2.489,2.366,2.335,2.045,2.407,1.776,2.224,2.105,2.314,2.436,2.073,3.019,2.946,3.769,3.704,4.315,4.687,4.696,6.458,7.851,8.941,10.523,14.144,14.817,18.109,18.993,24.024,24.643,25.858,26.131,23.415,13.887,6.555,3.703,1.016,0.297,0.105,0.058,0,0,0,0,0,0,0,0,0,50,50
